time,latitude,longitude,sea_surface_temperature,sea_surface_temperature_anomaly
2007-09-15 23:00:00+00:00,31.374998,-80.825,28.02,0.9
2007-09-15 23:00:00+00:00,31.374998,-80.924995,28.07,0.97
2007-09-15 23:00:00+00:00,31.374998,-80.875,28.05,0.95
2007-09-15 23:00:00+00:00,31.425001,-80.875,28.03,0.96
2007-09-15 23:00:00+00:00,31.425001,-80.924995,28.04,0.98
2007-09-15 23:00:00+00:00,31.425001,-80.825,28.01,0.91
2007-10-15 23:00:00+00:00,31.425001,-80.924995,25.44,1.49
2007-10-15 23:00:00+00:00,31.425001,-80.875,25.48,1.46
2007-10-15 23:00:00+00:00,31.425001,-80.825,25.53,1.45
2007-10-15 23:00:00+00:00,31.374998,-80.924995,25.5,1.49
2007-10-15 23:00:00+00:00,31.374998,-80.875,25.55,1.46
2007-10-15 23:00:00+00:00,31.374998,-80.825,25.59,1.45
2007-11-16 00:00:00+00:00,31.374998,-80.825,20.72,-0.45
2007-11-16 00:00:00+00:00,31.374998,-80.875,20.55,-0.55
2007-11-16 00:00:00+00:00,31.374998,-80.924995,20.36,-0.68
2007-11-16 00:00:00+00:00,31.425001,-80.825,20.63,-0.47
2007-11-16 00:00:00+00:00,31.425001,-80.924995,20.26,-0.71
2007-11-16 00:00:00+00:00,31.425001,-80.875,20.45,-0.58
2007-12-16 00:00:00+00:00,31.425001,-80.924995,17.91,-1.04
2007-12-16 00:00:00+00:00,31.425001,-80.875,18.18,-0.81
2007-12-16 00:00:00+00:00,31.425001,-80.825,18.46,-0.58
2007-12-16 00:00:00+00:00,31.374998,-80.924995,18.02,-1.0
2007-12-16 00:00:00+00:00,31.374998,-80.875,18.3,-0.77
2007-12-16 00:00:00+00:00,31.374998,-80.825,18.58,-0.52
2008-01-16 00:00:00+00:00,31.374998,-80.825,16.14,-2.28
2008-01-16 00:00:00+00:00,31.374998,-80.924995,15.62,-2.84
2008-01-16 00:00:00+00:00,31.374998,-80.875,15.87,-2.56
2008-01-16 00:00:00+00:00,31.425001,-80.875,15.72,-2.66
2008-01-16 00:00:00+00:00,31.425001,-80.924995,15.49,-2.92
2008-01-16 00:00:00+00:00,31.425001,-80.825,15.97,-2.39
2008-02-16 00:00:00+00:00,31.425001,-80.924995,15.11,-2.42
2008-02-16 00:00:00+00:00,31.425001,-80.875,15.22,-2.34
2008-02-16 00:00:00+00:00,31.425001,-80.825,15.39,-2.25
2008-02-16 00:00:00+00:00,31.374998,-80.924995,15.18,-2.46
2008-02-16 00:00:00+00:00,31.374998,-80.875,15.32,-2.35
2008-02-16 00:00:00+00:00,31.374998,-80.825,15.5,-2.23
2008-03-15 23:00:00+00:00,31.374998,-80.825,17.02,-0.22
2008-03-15 23:00:00+00:00,31.374998,-80.924995,16.73,-0.39
2008-03-15 23:00:00+00:00,31.374998,-80.875,16.85,-0.33
2008-03-15 23:00:00+00:00,31.425001,-80.875,16.74,-0.38
2008-03-15 23:00:00+00:00,31.425001,-80.924995,16.65,-0.41
2008-03-15 23:00:00+00:00,31.425001,-80.825,16.88,-0.31
2008-04-15 23:00:00+00:00,31.425001,-80.924995,19.24,0.19
2008-04-15 23:00:00+00:00,31.425001,-80.875,19.19,0.14
2008-04-15 23:00:00+00:00,31.425001,-80.825,19.16,0.09
2008-04-15 23:00:00+00:00,31.374998,-80.924995,19.29,0.19
2008-04-15 23:00:00+00:00,31.374998,-80.875,19.25,0.14
2008-04-15 23:00:00+00:00,31.374998,-80.825,19.22,0.11
